Sales Person,Product,Date,Sales,Boxes,Expenses,Category,Team
Jan Morforth,Organic Choco Syrup,2021-12-18,"$7,805",279,$516,Other,Delish
Camilla Castle,Fruit & Nut Bars,2021-12-18,"$2,324",146,$230,Bars,Tempo
Husein Augar,Peanut Butter Cubes,2021-12-18,"$2,499",132,$565,Bites,Yummies
Mallorie Waber,White Choc,2021-12-18,"$5,285",441,$99,Other,Tempo
Curtice Advani,Baker's Choco Chips,2021-12-18,"$1,925",129,$777,Bars,Delish
Kelci Walkden,70% Dark Bites,2021-12-18,"$13,286",886,"$8,180",Bites,Yummies
Gigi Bohling,85% Dark Bars,2021-12-18,"$1,659",104,$82,Bars,Delish
Roddy Speechley,Choco Coated Almonds,2021-12-18,$168,11,$144,Bites,Delish
Oby Sorrel,After Nines,2021-12-18,"$6,020",215,"$1,363",Bites,Jucies
Barr Faughny,Fruit & Nut Bars,2021-12-18,"$2,219",222,$322,Bars,Yummies
Mallorie Waber,Milk Bars,2021-12-18,"$12,740",411,$759,Bars,Tempo
Barr Faughny,Organic Choco Syrup,2021-12-18,"$11,018",441,$832,Other,Yummies
Gunar Cockshoot,70% Dark Bites,2021-12-18,"$5,040",336,"$2,631",Bites,Yummies
Dennison Crosswaite,Almond Choco,2021-12-19,"$10,220",445,"$6,000",Bars,Yummies
Brien Boise,Almond Choco,2021-12-19,"$8,995",450,"$5,827",Bars,Jucies
Marney O'Breen,Spicy Special Slims,2021-12-19,"$3,738",187,"$1,688",Bites,Yummies
Beverie Moffet,Caramel Stuffed Bars,2021-12-19,"$7,749",259,$277,Bars,Jucies
Ches Bonnell,Organic Choco Syrup,2021-12-19,$868,33,$57,Other,Tempo
Ches Bonnell,Manuka Honey Choco,2021-12-19,"$2,338",74,$613,Other,Tempo
Kaine Padly,Fruit & Nut Bars,2021-12-19,"$12,754",751,"$1,221",Bars,Delish
Gigi Bohling,After Nines,2021-12-19,"$15,148",489,"$3,318",Bites,Delish
Oby Sorrel,85% Dark Bars,2021-12-19,"$1,666",98,$64,Bars,Jucies
Ches Bonnell,Baker's Choco Chips,2021-12-19,$595,55,$335,Bars,Tempo
Karlen McCaffrey,Manuka Honey Choco,2021-12-19,"$10,486",328,"$2,407",Other,Yummies
Marney O'Breen,White Choc,2021-12-19,"$6,860",490,$120,Other,Yummies
Dotty Strutley,70% Dark Bites,2021-12-19,"$9,639",964,"$9,218",Bites,Delish
Curtice Advani,Organic Choco Syrup,2021-12-19,"$4,557",176,$332,Other,Delish
Rafaelita Blaksland,Smooth Sliky Salty,2021-12-19,"$9,786",576,"$2,920",Bars,Yummies
Beverie Moffet,50% Dark Bites,2021-12-19,"$3,948",359,$915,Bites,Jucies
Jan Morforth,White Choc,2021-12-19,"$4,893",377,$86,Other,Delish
Camilla Castle,99% Dark & Pure,2021-12-20,"$7,441",414,"$1,929",Bars,Tempo
Oby Sorrel,White Choc,2021-12-20,"$9,079",535,$148,Other,Jucies
Curtice Advani,After Nines,2021-12-21,"$3,962",133,"$1,012",Bites,Delish
Dotty Strutley,99% Dark & Pure,2021-12-21,"$6,111",382,"$1,922",Bars,Delish
Barr Faughny,Drinking Coco,2021-12-21,"$1,414",49,$131,Other,Yummies
Dennison Crosswaite,Fruit & Nut Bars,2021-12-21,$812,51,$95,Bars,Yummies
Camilla Castle,99% Dark & Pure,2021-12-21,"$7,084",394,"$2,074",Bars,Tempo
Van Tuxwell,Manuka Honey Choco,2021-12-21,"$18,942",702,"$5,817",Other,Yummies
Curtice Advani,Mint Chip Choco,2021-12-21,"$7,154",421,"$1,021",Bars,Delish
Van Tuxwell,50% Dark Bites,2021-12-21,"$1,225",103,$309,Bites,Yummies
Kelci Walkden,Baker's Choco Chips,2021-12-21,"$8,211",747,"$5,360",Bars,Yummies
Ches Bonnell,Mint Chip Choco,2021-12-21,"$10,465",524,"$1,294",Bars,Tempo
Gigi Bohling,Fruit & Nut Bars,2021-12-21,"$6,181",619,"$1,174",Bars,Delish
Ches Bonnell,50% Dark Bites,2021-12-21,"$2,695",193,$594,Bites,Tempo
Curtice Advani,Orange Choco,2021-12-21,"$17,451",2909,"$25,817",Bars,Delish
Andria Kimpton,Eclairs,2021-12-21,"$6,790",425,"$1,330",Bites,Jucies
Dotty Strutley,Spicy Special Slims,2021-12-24,"$9,226",330,"$3,464",Bites,Delish
Oby Sorrel,White Choc,2021-12-24,"$9,884",899,$223,Other,Jucies
Brien Boise,Smooth Sliky Salty,2021-12-24,"$2,821",202,$933,Bars,Jucies
Gunar Cockshoot,Baker's Choco Chips,2021-12-24,$665,84,$496,Bars,Yummies
Karlen McCaffrey,70% Dark Bites,2021-12-24,"$8,526",609,"$4,920",Bites,Yummies
Roddy Speechley,70% Dark Bites,2021-12-24,"$9,436",787,"$6,747",Bites,Delish
Mallorie Waber,Spicy Special Slims,2021-12-24,$217,11,$94,Bites,Tempo
Kaine Padly,50% Dark Bites,2021-12-24,"$4,865",487,"$1,364",Bites,Delish
Oby Sorrel,Mint Chip Choco,2021-12-24,"$10,451",551,"$1,361",Bars,Jucies
Curtice Advani,Milk Bars,2021-12-24,"$9,093",304,$646,Bars,Delish
Mallorie Waber,50% Dark Bites,2021-12-24,"$1,638",103,$335,Bites,Tempo
Dennison Crosswaite,Milk Bars,2021-12-24,"$8,610",278,$545,Bars,Yummies
Barr Faughny,Eclairs,2021-12-24,"$1,351",72,$193,Bites,Yummies
Gigi Bohling,Almond Choco,2021-12-24,"$11,102",505,"$6,134",Bars,Delish
Marney O'Breen,70% Dark Bites,2021-12-24,"$4,711",429,"$3,218",Bites,Yummies
Curtice Advani,85% Dark Bars,2021-12-24,$903,43,$30,Bars,Delish
Curtice Advani,Mint Chip Choco,2021-12-24,"$1,295",81,$176,Bars,Delish
Roddy Speechley,After Nines,2021-12-24,"$14,574",561,"$4,269",Bites,Delish
Karlen McCaffrey,Baker's Choco Chips,2021-12-24,"$3,318",277,"$1,634",Bars,Yummies
Oby Sorrel,Fruit & Nut Bars,2021-12-24,"$3,262",297,$511,Bars,Jucies
Dennison Crosswaite,Mint Chip Choco,2021-12-24,"$1,036",55,$147,Bars,Yummies
Karlen McCaffrey,Raspberry Choco,2021-12-24,"$5,285",378,"$2,743",Bars,Yummies
Wilone O'Kielt,50% Dark Bites,2021-12-24,"$2,667",267,$882,Bites,Delish
Roddy Speechley,Peanut Butter Cubes,2021-12-24,"$6,097",244,"$1,344",Bites,Delish
Gunar Cockshoot,50% Dark Bites,2021-12-24,"$11,550",770,"$1,984",Bites,Yummies
Kelci Walkden,Orange Choco,2021-12-24,"$1,589",159,"$1,537",Bars,Yummies
Curtice Advani,White Choc,2021-12-25,"$4,375",274,$62,Other,Delish
Karlen McCaffrey,Fruit & Nut Bars,2021-12-25,"$7,966",725,"$1,190",Bars,Yummies
Brien Boise,Almond Choco,2021-12-25,"$10,829",516,"$6,543",Bars,Jucies
Camilla Castle,50% Dark Bites,2021-12-25,"$22,652",2060,"$5,826",Bites,Tempo
Karlen McCaffrey,Organic Choco Syrup,2021-12-25,"$5,257",182,$321,Other,Yummies
Van Tuxwell,Raspberry Choco,2021-12-25,"$5,817",277,"$1,706",Bars,Yummies
Karlen McCaffrey,Smooth Sliky Salty,2021-12-25,$987,52,$235,Bars,Yummies
Kaine Padly,Caramel Stuffed Bars,2021-12-25,"$2,723",101,$94,Bars,Delish
Brien Boise,Smooth Sliky Salty,2021-12-25,"$6,944",366,"$2,131",Bars,Jucies
Beverie Moffet,Caramel Stuffed Bars,2021-12-25,"$7,896",329,$305,Bars,Jucies
Andria Kimpton,Peanut Butter Cubes,2021-12-25,"$13,573",543,"$3,067",Bites,Jucies
Marney O'Breen,After Nines,2021-12-25,"$9,856",329,"$2,191",Bites,Yummies
Beverie Moffet,Mint Chip Choco,2021-12-25,"$14,938",879,"$2,390",Bars,Jucies
Barr Faughny,Milk Bars,2021-12-25,"$1,358",60,$119,Bars,Yummies
Andria Kimpton,Baker's Choco Chips,2021-12-25,"$3,696",247,"$1,517",Bars,Jucies
Karlen McCaffrey,50% Dark Bites,2021-12-25,"$2,737",343,"$1,153",Bites,Yummies
Roddy Speechley,Manuka Honey Choco,2021-12-25,"$6,797",252,"$2,347",Other,Delish
Rafaelita Blaksland,50% Dark Bites,2021-12-25,"$2,527",158,$416,Bites,Yummies
Jehu Rudeforth,Spicy Special Slims,2021-12-25,$392,20,$214,Bites,Tempo
Dennison Crosswaite,Organic Choco Syrup,2021-12-25,$126,6,$11,Other,Yummies
Karlen McCaffrey,Mint Chip Choco,2021-12-25,"$11,522",721,"$1,846",Bars,Yummies
Beverie Moffet,Smooth Sliky Salty,2021-12-26,"$8,498",532,"$2,724",Bars,Jucies
Madelene Upcott,Peanut Butter Cubes,2021-12-26,"$1,113",53,$259,Bites,Jucies
Kelci Walkden,Spicy Special Slims,2021-12-26,"$5,614",216,"$1,969",Bites,Yummies
Madelene Upcott,Caramel Stuffed Bars,2021-12-26,"$4,410",153,$161,Bars,Jucies
Kaine Padly,Organic Choco Syrup,2021-12-26,"$9,163",340,$569,Other,Delish
Oby Sorrel,Manuka Honey Choco,2021-12-27,"$2,590",84,$736,Other,Jucies
Camilla Castle,85% Dark Bars,2021-12-27,"$3,745",198,$124,Bars,Tempo
Brien Boise,Organic Choco Syrup,2021-12-27,"$8,337",288,$523,Other,Jucies
Roddy Speechley,Orange Choco,2021-12-27,"$4,522",566,"$5,023",Bars,Delish
Dennison Crosswaite,Drinking Coco,2021-12-27,"$2,625",120,$312,Other,Yummies
Gigi Bohling,Manuka Honey Choco,2021-12-28,$441,16,$140,Other,Delish
Van Tuxwell,Caramel Stuffed Bars,2021-12-28,"$3,311",128,$115,Bars,Yummies
Roddy Speechley,Organic Choco Syrup,2021-12-28,"$6,650",266,$544,Other,Delish
Camilla Castle,Baker's Choco Chips,2021-12-28,"$3,871",352,"$2,141",Bars,Tempo
Rafaelita Blaksland,Baker's Choco Chips,2021-12-28,$637,49,$268,Bars,Yummies
Kaine Padly,Mint Chip Choco,2021-12-28,"$10,696",823,"$2,032",Bars,Delish
Camilla Castle,Organic Choco Syrup,2021-12-28,"$8,701",349,$689,Other,Tempo
Rafaelita Blaksland,Eclairs,2021-12-28,"$2,590",162,$534,Bites,Yummies
Ches Bonnell,After Nines,2021-12-28,"$10,850",402,"$2,473",Bites,Tempo
Ches Bonnell,Choco Coated Almonds,2021-12-28,"$2,870",152,"$1,918",Bites,Tempo
Karlen McCaffrey,Peanut Butter Cubes,2021-12-28,"$13,650",719,"$3,113",Bites,Yummies
Rafaelita Blaksland,After Nines,2021-12-28,"$12,425",429,"$2,829",Bites,Yummies
Kelci Walkden,Milk Bars,2021-12-31,"$2,114",89,$161,Bars,Yummies
Gigi Bohling,Organic Choco Syrup,2021-12-31,"$3,290",118,$214,Other,Delish
Jan Morforth,Mint Chip Choco,2021-12-31,"$1,463",77,$181,Bars,Delish
Wilone O'Kielt,Spicy Special Slims,2021-12-31,"$9,436",350,"$3,094",Bites,Delish
Marney O'Breen,Manuka Honey Choco,2021-12-31,"$8,162",327,"$2,993",Other,Yummies
Rafaelita Blaksland,Caramel Stuffed Bars,2021-12-31,"$9,310",333,$314,Bars,Yummies
Brien Boise,Raspberry Choco,2021-12-31,"$8,155",389,"$2,159",Bars,Jucies
Rafaelita Blaksland,Almond Choco,2021-12-31,"$7,588",330,"$4,890",Bars,Yummies
Curtice Advani,Eclairs,2021-12-31,"$4,879",244,$777,Bites,Delish
Van Tuxwell,Raspberry Choco,2021-12-31,$602,28,$186,Bars,Yummies
Jehu Rudeforth,50% Dark Bites,2021-12-31,"$2,037",136,$404,Bites,Tempo
Kelci Walkden,Milk Bars,2021-12-31,"$15,400",497,"$1,057",Bars,Yummies
Rafaelita Blaksland,85% Dark Bars,2021-12-31,"$2,961",175,$113,Bars,Yummies
Barr Faughny,Organic Choco Syrup,2021-12-31,"$1,225",41,$77,Other,Yummies
Barr Faughny,Mint Chip Choco,2021-12-31,"$6,930",330,$815,Bars,Yummies
Husein Augar,After Nines,2021-12-31,"$12,684",453,"$3,218",Bites,Yummies
Jan Morforth,Drinking Coco,2021-12-31,"$8,512",294,$860,Other,Delish
Roddy Speechley,Fruit & Nut Bars,2021-12-31,"$9,646",877,"$1,607",Bars,Delish
Husein Augar,70% Dark Bites,2021-12-31,"$5,586",430,"$3,899",Bites,Yummies
Madelene Upcott,Almond Choco,2021-12-31,"$3,528",221,"$2,773",Bars,Jucies
Dennison Crosswaite,White Choc,2021-12-31,"$3,143",225,$62,Other,Yummies
Brien Boise,Caramel Stuffed Bars,2022-01-01,"$9,135",398,$365,Bars,Jucies
Gunar Cockshoot,Baker's Choco Chips,2022-01-01,"$1,218",153,$847,Bars,Yummies
Gunar Cockshoot,Manuka Honey Choco,2022-01-01,"$4,760",145,"$1,201",Other,Yummies
Jan Morforth,Almond Choco,2022-01-01,"$8,582",477,"$7,450",Bars,Delish
Beverie Moffet,Orange Choco,2022-01-01,"$2,401",185,"$1,528",Bars,Jucies
Kaine Padly,Almond Choco,2022-01-01,"$11,886",566,"$7,253",Bars,Delish
Gigi Bohling,Raspberry Choco,2022-01-01,"$8,582",391,"$2,528",Bars,Delish
Barr Faughny,Raspberry Choco,2022-01-01,"$6,825",402,"$2,770",Bars,Yummies
Curtice Advani,Spicy Special Slims,2022-01-01,"$3,661",167,"$1,492",Bites,Delish
Van Tuxwell,Milk Bars,2022-01-01,"$10,248",380,$836,Bars,Yummies
Rafaelita Blaksland,Caramel Stuffed Bars,2022-01-01,"$9,996",385,$412,Bars,Yummies
Ches Bonnell,Choco Coated Almonds,2022-01-02,"$13,545",903,"$12,013",Bites,Tempo
Curtice Advani,50% Dark Bites,2022-01-02,"$1,386",99,$294,Bites,Delish
Gigi Bohling,Almond Choco,2022-01-02,"$5,481",289,"$4,012",Bars,Delish
Husein Augar,Baker's Choco Chips,2022-01-02,"$10,031",912,"$6,101",Bars,Yummies
Barr Faughny,Baker's Choco Chips,2022-01-02,"$3,493",437,"$2,392",Bars,Yummies
Husein Augar,Orange Choco,2022-01-02,"$4,081",511,"$5,209",Bars,Yummies
Roddy Speechley,Drinking Coco,2022-01-02,$511,18,$42,Other,Delish
Gunar Cockshoot,Peanut Butter Cubes,2022-01-02,"$6,909",315,"$1,438",Bites,Yummies
Rafaelita Blaksland,Organic Choco Syrup,2022-01-02,"$9,814",317,$648,Other,Yummies
Camilla Castle,Smooth Sliky Salty,2022-01-02,"$6,454",497,"$2,295",Bars,Tempo
Roddy Speechley,Fruit & Nut Bars,2022-01-02,"$10,668",889,"$1,587",Bars,Delish
Mallorie Waber,70% Dark Bites,2022-01-02,"$14,868",1062,"$9,104",Bites,Tempo
Jan Morforth,After Nines,2022-01-02,"$3,878",144,$822,Bites,Delish
Gunar Cockshoot,Choco Coated Almonds,2022-01-03,"$8,505",387,"$5,015",Bites,Yummies
Wilone O'Kielt,Choco Coated Almonds,2022-01-03,$126,9,$120,Bites,Delish
Gigi Bohling,Fruit & Nut Bars,2022-01-03,"$10,570",814,"$1,401",Bars,Delish
Madelene Upcott,Choco Coated Almonds,2022-01-03,"$1,225",59,$711,Bites,Jucies
Karlen McCaffrey,99% Dark & Pure,2022-01-03,"$3,199",160,$731,Bars,Yummies
Wilone O'Kielt,Baker's Choco Chips,2022-01-03,$441,37,$241,Bars,Delish
Jehu Rudeforth,Organic Choco Syrup,2022-01-03,"$9,009",392,$746,Other,Tempo
Van Tuxwell,Manuka Honey Choco,2022-01-03,"$7,595",238,"$2,197",Other,Yummies
Wilone O'Kielt,Fruit & Nut Bars,2022-01-03,$378,30,$43,Bars,Delish
Ches Bonnell,After Nines,2022-01-03,"$1,344",56,$337,Bites,Tempo
Jehu Rudeforth,Milk Bars,2022-01-03,"$5,264",211,$441,Bars,Tempo
Ches Bonnell,Fruit & Nut Bars,2022-01-03,"$6,748",450,$861,Bars,Tempo
Oby Sorrel,85% Dark Bars,2022-01-03,"$2,128",97,$75,Bars,Jucies
Oby Sorrel,Choco Coated Almonds,2022-01-03,"$7,987",470,"$5,552",Bites,Jucies
Gunar Cockshoot,Peanut Butter Cubes,2022-01-03,"$13,601",567,"$3,016",Bites,Yummies
Kaine Padly,Almond Choco,2022-01-03,"$7,154",398,"$4,781",Bars,Delish
Dotty Strutley,After Nines,2022-01-03,"$2,583",93,$672,Bites,Delish
Rafaelita Blaksland,Orange Choco,2022-01-03,$532,67,$618,Bars,Yummies
Rafaelita Blaksland,70% Dark Bites,2022-01-04,"$2,548",182,"$1,410",Bites,Yummies
Dennison Crosswaite,Organic Choco Syrup,2022-01-04,"$1,092",36,$74,Other,Yummies
Gunar Cockshoot,70% Dark Bites,2022-01-04,"$4,011",287,"$2,200",Bites,Yummies
Gigi Bohling,Choco Coated Almonds,2022-01-04,"$3,766",180,"$2,374",Bites,Delish
Jehu Rudeforth,Fruit & Nut Bars,2022-01-04,"$6,405",458,$832,Bars,Tempo
Roddy Speechley,Mint Chip Choco,2022-01-04,"$4,487",321,$662,Bars,Delish
Brien Boise,Milk Bars,2022-01-04,"$5,439",227,$453,Bars,Jucies
Curtice Advani,Caramel Stuffed Bars,2022-01-04,"$8,603",297,$251,Bars,Delish
Beverie Moffet,Manuka Honey Choco,2022-01-04,"$6,454",259,"$2,044",Other,Jucies
Andria Kimpton,After Nines,2022-01-07,"$14,966",483,"$3,676",Bites,Jucies
Kelci Walkden,Peanut Butter Cubes,2022-01-07,"$2,044",86,$405,Bites,Yummies
Madelene Upcott,Manuka Honey Choco,2022-01-07,"$11,186",350,"$2,762",Other,Jucies
Camilla Castle,70% Dark Bites,2022-01-07,"$3,906",489,"$4,434",Bites,Tempo
Camilla Castle,Baker's Choco Chips,2022-01-07,"$5,705",519,"$3,219",Bars,Tempo
Oby Sorrel,Mint Chip Choco,2022-01-07,"$2,674",149,$368,Bars,Jucies
Kaine Padly,Almond Choco,2022-01-07,"$4,221",184,"$2,358",Bars,Delish
Barr Faughny,Eclairs,2022-01-08,"$8,988",450,"$1,396",Bites,Yummies
Kaine Padly,Caramel Stuffed Bars,2022-01-08,"$5,355",185,$158,Bars,Delish
Dennison Crosswaite,After Nines,2022-01-08,"$2,569",86,$627,Bites,Yummies
Beverie Moffet,Milk Bars,2022-01-08,"$1,897",64,$142,Bars,Jucies
Marney O'Breen,Mint Chip Choco,2022-01-08,"$1,666",112,$282,Bars,Yummies
Madelene Upcott,70% Dark Bites,2022-01-08,"$14,182",1773,"$17,099",Bites,Jucies
Wilone O'Kielt,Mint Chip Choco,2022-01-08,"$14,798",740,"$1,895",Bars,Delish
Madelene Upcott,Manuka Honey Choco,2022-01-09,$819,28,$248,Other,Jucies
Andria Kimpton,Raspberry Choco,2022-01-09,"$7,252",363,"$2,457",Bars,Jucies
Jehu Rudeforth,Eclairs,2022-01-09,"$3,332",159,$471,Bites,Tempo
Gunar Cockshoot,99% Dark & Pure,2022-01-09,"$7,525",397,"$1,924",Bars,Yummies
Rafaelita Blaksland,Drinking Coco,2022-01-09,"$4,893",164,$419,Other,Yummies
Karlen McCaffrey,Peanut Butter Cubes,2022-01-09,"$3,444",133,$657,Bites,Yummies
Jan Morforth,Milk Bars,2022-01-09,"$2,156",87,$162,Bars,Delish
Gigi Bohling,70% Dark Bites,2022-01-09,"$1,596",200,"$1,748",Bites,Delish
Andria Kimpton,Mint Chip Choco,2022-01-10,"$8,834",631,"$1,587",Bars,Jucies
Roddy Speechley,Fruit & Nut Bars,2022-01-10,"$3,948",329,$582,Bars,Delish
Husein Augar,Baker's Choco Chips,2022-01-10,"$3,605",241,"$1,641",Bars,Yummies
Van Tuxwell,Mint Chip Choco,2022-01-11,"$1,876",118,$313,Bars,Yummies
Beverie Moffet,After Nines,2022-01-11,"$1,302",45,$271,Bites,Jucies
Madelene Upcott,After Nines,2022-01-11,$616,21,$132,Bites,Jucies
Jan Morforth,Caramel Stuffed Bars,2022-01-11,"$4,935",183,$176,Bars,Delish
Madelene Upcott,85% Dark Bars,2022-01-11,"$5,887",310,$198,Bars,Jucies
Gigi Bohling,70% Dark Bites,2022-01-11,"$1,785",149,"$1,265",Bites,Delish
Marney O'Breen,Eclairs,2022-01-11,"$4,816",322,$863,Bites,Yummies
Rafaelita Blaksland,Mint Chip Choco,2022-01-11,$504,24,$59,Bars,Yummies
Madelene Upcott,Organic Choco Syrup,2022-01-11,$973,39,$74,Other,Jucies
Madelene Upcott,Caramel Stuffed Bars,2022-01-11,"$8,330",379,$327,Bars,Jucies
Kaine Padly,Milk Bars,2022-01-11,"$5,502",240,$403,Bars,Delish
Wilone O'Kielt,Caramel Stuffed Bars,2022-01-14,"$6,202",222,$194,Bars,Delish
Beverie Moffet,Manuka Honey Choco,2022-01-14,"$6,118",236,"$1,862",Other,Jucies
Brien Boise,Eclairs,2022-01-14,"$1,771",111,$354,Bites,Jucies
Jehu Rudeforth,Baker's Choco Chips,2022-01-14,"$4,494",300,"$2,171",Bars,Tempo
Wilone O'Kielt,Choco Coated Almonds,2022-01-14,"$1,057",76,$802,Bites,Delish
Ches Bonnell,White Choc,2022-01-14,"$13,286",1477,$327,Other,Tempo
Kelci Walkden,Milk Bars,2022-01-14,"$4,760",154,$307,Bars,Yummies
Jehu Rudeforth,50% Dark Bites,2022-01-14,"$3,010",377,$961,Bites,Tempo
Kelci Walkden,Milk Bars,2022-01-14,"$7,448",266,$466,Bars,Yummies
Ches Bonnell,Manuka Honey Choco,2022-01-14,"$1,617",49,$391,Other,Tempo
Beverie Moffet,Drinking Coco,2022-01-14,$840,35,$100,Other,Jucies
Ches Bonnell,Almond Choco,2022-01-14,"$7,042",441,"$5,828",Bars,Tempo
Barr Faughny,99% Dark & Pure,2022-01-15,"$9,247",487,"$2,700",Bars,Yummies
Gunar Cockshoot,Milk Bars,2022-01-15,"$1,799",60,$106,Bars,Yummies
Husein Augar,Fruit & Nut Bars,2022-01-15,$644,38,$68,Bars,Yummies
Husein Augar,50% Dark Bites,2022-01-16,"$11,172",1397,"$3,599",Bites,Yummies
Husein Augar,70% Dark Bites,2022-01-16,"$9,191",766,"$7,198",Bites,Yummies
Roddy Speechley,Choco Coated Almonds,2022-01-16,"$14,889",828,"$9,401",Bites,Delish
Marney O'Breen,Manuka Honey Choco,2022-01-16,"$5,670",189,"$1,611",Other,Yummies
Roddy Speechley,Orange Choco,2022-01-16,$693,58,$591,Bars,Delish
Van Tuxwell,Caramel Stuffed Bars,2022-01-16,"$12,642",575,$476,Bars,Yummies
Madelene Upcott,Drinking Coco,2022-01-16,"$8,414",312,$920,Other,Jucies
Dotty Strutley,Orange Choco,2022-01-16,"$15,162",1896,"$18,826",Bars,Delish
Andria Kimpton,White Choc,2022-01-16,"$9,135",762,$170,Other,Jucies
Camilla Castle,Drinking Coco,2022-01-16,"$4,375",146,$376,Other,Tempo
Dotty Strutley,99% Dark & Pure,2022-01-17,"$3,493",146,$816,Bars,Delish
Marney O'Breen,Almond Choco,2022-01-17,"$3,157",186,"$2,508",Bars,Yummies
Camilla Castle,Manuka Honey Choco,2022-01-17,"$9,884",300,"$2,580",Other,Tempo
Van Tuxwell,Choco Coated Almonds,2022-01-17,"$8,029",473,"$5,967",Bites,Yummies
Ches Bonnell,Spicy Special Slims,2022-01-17,"$2,002",72,$617,Bites,Tempo
Husein Augar,Eclairs,2022-01-17,"$8,589",537,"$1,378",Bites,Yummies
Barr Faughny,Mint Chip Choco,2022-01-17,"$1,554",120,$313,Bars,Yummies
Oby Sorrel,50% Dark Bites,2022-01-17,"$8,792",677,"$2,275",Bites,Jucies
Van Tuxwell,Mint Chip Choco,2022-01-17,"$2,415",128,$273,Bars,Yummies
Roddy Speechley,Eclairs,2022-01-17,$266,16,$50,Bites,Delish
Kelci Walkden,Mint Chip Choco,2022-01-17,"$3,381",226,$553,Bars,Yummies
Curtice Advani,70% Dark Bites,2022-01-17,"$1,505",116,$908,Bites,Delish
Gunar Cockshoot,Organic Choco Syrup,2022-01-17,"$1,708",61,$113,Other,Yummies
Van Tuxwell,After Nines,2022-01-17,"$3,857",155,"$1,062",Bites,Yummies
Camilla Castle,Choco Coated Almonds,2022-01-17,"$1,141",58,$745,Bites,Tempo
Mallorie Waber,Choco Coated Almonds,2022-01-17,"$11,844",790,"$10,601",Bites,Tempo
Andria Kimpton,Peanut Butter Cubes,2022-01-17,"$7,294",348,"$1,916",Bites,Jucies
Beverie Moffet,Spicy Special Slims,2022-01-17,"$5,516",205,"$1,926",Bites,Jucies
Dennison Crosswaite,Orange Choco,2022-01-18,"$3,598",450,"$4,191",Bars,Yummies
Wilone O'Kielt,70% Dark Bites,2022-01-18,"$4,795",320,"$3,165",Bites,Delish
Mallorie Waber,After Nines,2022-01-18,"$6,657",222,"$1,380",Bites,Tempo
Oby Sorrel,Almond Choco,2022-01-18,"$8,071",367,"$5,732",Bars,Jucies
Jehu Rudeforth,Caramel Stuffed Bars,2022-01-18,"$16,548",613,$628,Bars,Tempo
Ches Bonnell,Caramel Stuffed Bars,2022-01-18,"$1,393",61,$61,Bars,Tempo
Ches Bonnell,Baker's Choco Chips,2022-01-18,"$3,731",249,"$1,439",Bars,Tempo
Roddy Speechley,Milk Bars,2022-01-18,"$7,322",293,$536,Bars,Delish
Van Tuxwell,Raspberry Choco,2022-01-18,"$3,367",154,$986,Bars,Yummies
Madelene Upcott,Raspberry Choco,2022-01-18,"$3,752",188,"$1,261",Bars,Jucies
Kaine Padly,85% Dark Bars,2022-01-18,"$3,080",182,$128,Bars,Delish
Jehu Rudeforth,After Nines,2022-01-18,"$9,534",318,"$2,158",Bites,Tempo
Gunar Cockshoot,Spicy Special Slims,2022-01-18,"$5,166",216,"$2,307",Bites,Yummies
Dotty Strutley,Smooth Sliky Salty,2022-01-18,"$4,018",237,"$1,404",Bars,Delish
Barr Faughny,99% Dark & Pure,2022-01-18,"$5,376",336,"$1,675",Bars,Yummies
Rafaelita Blaksland,Peanut Butter Cubes,2022-01-18,"$2,884",138,$747,Bites,Yummies
Camilla Castle,Caramel Stuffed Bars,2022-01-18,"$7,588",253,$248,Bars,Tempo
Husein Augar,99% Dark & Pure,2022-01-18,"$12,341",561,"$2,535",Bars,Yummies
Gigi Bohling,Orange Choco,2022-01-18,"$7,392",822,"$8,595",Bars,Delish
Kelci Walkden,Almond Choco,2022-01-21,"$9,247",421,"$5,507",Bars,Yummies
Kelci Walkden,Caramel Stuffed Bars,2022-01-21,"$14,035",540,$476,Bars,Yummies
Kaine Padly,50% Dark Bites,2022-01-21,"$1,890",146,$388,Bites,Delish
Jan Morforth,After Nines,2022-01-21,"$3,738",134,$799,Bites,Delish
Andria Kimpton,50% Dark Bites,2022-01-22,"$2,940",294,$749,Bites,Jucies
Camilla Castle,Eclairs,2022-01-22,"$5,145",396,"$1,072",Bites,Tempo
Curtice Advani,Orange Choco,2022-01-22,"$3,031",337,"$3,020",Bars,Delish
Brien Boise,Organic Choco Syrup,2022-01-22,"$2,317",101,$171,Other,Jucies
Camilla Castle,Peanut Butter Cubes,2022-01-22,"$5,327",214,$937,Bites,Tempo
Camilla Castle,Mint Chip Choco,2022-01-22,"$7,301",457,"$1,211",Bars,Tempo
Dotty Strutley,Peanut Butter Cubes,2022-01-22,"$12,880",644,"$3,092",Bites,Delish
Rafaelita Blaksland,Drinking Coco,2022-01-22,"$11,221",511,"$1,215",Other,Yummies
Camilla Castle,After Nines,2022-01-23,"$4,599",184,"$1,330",Bites,Tempo
Oby Sorrel,Caramel Stuffed Bars,2022-01-23,"$1,981",77,$78,Bars,Jucies
Van Tuxwell,Peanut Butter Cubes,2022-01-23,$784,33,$157,Bites,Yummies
Dennison Crosswaite,Almond Choco,2022-01-23,"$3,171",151,"$1,955",Bars,Yummies
